Posisi,Perusahaan,Lokasi,Type,Gaji,Requirements,Link,text,Category,has_salary
Supervisor,UD SINAR JAYA,Kabupaten Tangerang,Full time,Rp 6.000.000 – Rp 8.000.000 per month,"Memimpin dan mengelola tim sales (monitor performa & target); Menyusun strategi penjualan di area yang ditentukan; Memastikan pencapaian target omzet tim; Melakukan kontrol distribusi & kunjungan ke customer; Membangun hubungan dengan toko, bengkel, dan semi grosir.; Membuat laporan penjualan secara berkala; Pengalaman minimal2–3 tahun sebagai Sales Supervisor / Leader; Diutamakan dari industrisparepart motor / otomotif , misalkan oli, aki, ban, dll; Pernah memimpin tim sales lapangan; Terbiasa dengantarget & tekanan; Memiliki kemampuan leadership & komunikasi yang baik; Menguasai area penjualan (nilai tambah); Punya jaringan toko/bengkel; Pernah handle distribusi sparepart; Bisa langsung join; Gaji kompetitif (bisa nego sesuai pengalaman); Bonus / insentif berdasarkan pencapaian target; Jenjang karier terbuka; Lingkungan kerja dinamis & berkembang",https://id.jobstreet.com/id/job/91575018?type=standard&ref=search-standalone&origin=cardTitle,supervisor supervisor memimpin dan mengelola tim sales monitor performa target menyusun strategi penjualan di area yang ditentukan memastikan pencapaian target omzet tim melakukan kontrol distribusi kunjungan ke customer membangun hubungan dengan toko bengkel dan semi grosir membuat laporan penjualan secara berkala pengalaman minimal tahun sebagai sales supervisor leader diutamakan dari industrisparepart motor otomotif misalkan oli aki ban dll pernah memimpin tim sales lapangan terbiasa dengantarget tekanan memiliki kemampuan leadership komunikasi yang baik menguasai area penjualan nilai tambah punya jaringan toko bengkel pernah handle distribusi sparepart bisa langsung join gaji kompetitif bisa nego sesuai pengalaman bonus insentif berdasarkan pencapaian target jenjang karier terbuka lingkungan kerja dinamis berkembang,Sales,True
SALES CONSULTANT,Daihatsu Armada Autotara,Jakarta Pusat,Full time,Rp 5.000.000 – Rp 7.000.000 per month,"Melakukan penjualan dan mencapai target yang ditetapkan oleh perusahaan.; Melakukan pengembangan market dan area penjualan; Menjaga hubungan baik dengan customer; Membuat Laporan Penjualan harian, mingguan, bulanan dan di serahkan ke Supervisor / Manager Sales; Berdomisili di JAKARTA sekitarnya; Memiliki Motor sendiri dan SIM C; Komunikatif, Mampu Berkomunikasi dengan Baik dan Sopan; Rajin, Jujur dan Bertanggung Jawab; Memiliki semangat yang tinggi",https://id.jobstreet.com/id/job/91573271?type=standard&ref=search-standalone&origin=cardTitle,sales consultant sales consultant melakukan penjualan dan mencapai target yang ditetapkan oleh perusahaan melakukan pengembangan market dan area penjualan menjaga hubungan baik dengan customer membuat laporan penjualan harian mingguan bulanan dan di serahkan ke supervisor manager sales berdomisili di jakarta sekitarnya memiliki motor sendiri dan sim c komunikatif mampu berkomunikasi dengan baik dan sopan rajin jujur dan bertanggung jawab memiliki semangat yang tinggi,Sales,True
Sales Engineering,PT Aquatech Indonesia,Jakarta Utara,Full time,Rp 5.000.000 – Rp 7.500.000 per month,"Mencari pelanggan dan menyebarluaskan produk perusahaan ke pasar / pelanggan; Mencari orderan dan memenuhi target penjualan sesuai target yang sudah diberikan oleh perusahaan; Membangun dan memelihara hubungan dengan klien yang ada untuk mengembangkan produk lebih lanjut; Memahami kebutuhan pelanggan dan memberikan saran serta solusi yang sesuai; Berkolaborasi dengan tim teknis untuk merancang dan mengusulkan solusi yang disesuaikan dengan kebutuhan pelanggan; Membuat laporan omset bulanan; Minimal D3 dalam bidang penjualan teknis, penjualan kimia, penjualan alat, dll; Minimal 3 tahun pengalaman dalam peran penjualan teknis ataupun penjualan kimia; Memiliki pengetahuan dan pemahaman tentang teknis kimia umum, pengolahan air, dan penjernihan lingkungan; Memiliki kemampuan presentasi dan negosiasi ke klien; Memiliki kemampuan untuk bekerja secara mandiri dan dalam tim; Kemahiran dalam berbahasa Inggris, bahasa Indonesia adalah nilai tambah; Gaji pokok yang menarik dan komisi penjualan; Program insentif dan apresiasi kinerja yang menarik; Tunjangan kesehatan; Peluang pengembangan karir yang luas di dalam organisasi yang sedang tumbuh",https://id.jobstreet.com/id/job/91172497?type=standard&ref=search-standalone&origin=cardTitle,sales engineering sales engineering mencari pelanggan dan menyebarluaskan produk perusahaan ke pasar pelanggan mencari orderan dan memenuhi target penjualan sesuai target yang sudah diberikan oleh perusahaan membangun dan memelihara hubungan dengan klien yang ada untuk mengembangkan produk lebih lanjut memahami kebutuhan pelanggan dan memberikan saran serta solusi yang sesuai berkolaborasi dengan tim teknis untuk merancang dan mengusulkan solusi yang disesuaikan dengan kebutuhan pelanggan membuat laporan omset bulanan minimal d dalam bidang penjualan teknis penjualan kimia penjualan alat dll minimal tahun pengalaman dalam peran penjualan teknis ataupun penjualan kimia memiliki pengetahuan dan pemahaman tentang teknis kimia umum pengolahan air dan penjernihan lingkungan memiliki kemampuan presentasi dan negosiasi ke klien memiliki kemampuan untuk bekerja secara mandiri dan dalam tim kemahiran dalam berbahasa inggris bahasa indonesia adalah nilai tambah gaji pokok yang menarik dan komisi penjualan program insentif dan apresiasi kinerja yang menarik tunjangan kesehatan peluang pengembangan karir yang luas di dalam organisasi yang sedang tumbuh,Sales,True
"BUSINESS DEVELOPMENT - SURABAYA, MALANG",PT Wisanin Artha Jaya,Surabaya,Full time,Rp 4.800.000 – Rp 6.200.000 per month,"Plan and prioritize sales activities effectively managing time and productivity; Maintain and develop existing and new customers using ethical sales methods, ensuring Raptors value proposition and return on investment are effectively communicated and apparent; Design business solutions for prospective new accounts; Optimize activity and internal resources to continually provide an exceptional level of service, redefining customer satisfaction; Diligently seek to understand the customer's needs; clearly demonstrate and articulate how Raptors industry leading products and services meet and exceed those needs, ensuring ease of business; Monitor and report on market and competitor activities while developing sales strategies and promotions to ensure competitive edge; Coordinate internal resources in staging product demonstrations showcasing Raptors advanced feature set and functionality.; Respond to and follow-up on leads, inquiries, proposals, and customized requests in a timely fashion; Set up and participate in interactive, online software demonstrations with potential clients; Aggressively seek to meet performance goals and targets, in accordance with official sales associate performance standards; Keep up-to-date on new software features; Represent Raptor, Inc. at outside events (i.e., association meetings, trade shows, conferences etc.); Some travel may be required.; Other assigned duties and responsibilities; Degree in related and appropriate field coupled with a minimum of 2 years related experience, or an equivalent combination of education and experience.; Professional training and management experience in the food service industry preferred; In-depth knowledge Point-of -Sale applications including peripheral integrated products preferred; Exceptional relationship building skills; ability to build and maintain profitable mutually beneficial business partnerships and relationships; A proven ability to close while consistently meeting and exceeding corporate goals and targets; Ability to identify decision-makers and build strong relationships.; Outstanding communication and presentation skills; must exude confidence and conviction in presenting return on investment to customers; Ability to understand client needs and demonstrate the impact, value, and return on investment of Raptors products and services; Strong consultative, selling, listening, and writing skills coupled with extensive knowledge of how Raptor products and services can positively impact the organization's operations and success; Ability to work with minimal supervision; Ability to motivate and encourage others on the sales team; Ability to communicate effectively with employees in all departments; Proven ability to work within a team environment, multitask, and adapt to frequent change",https://id.jobstreet.com/id/job/91287152?type=standard&ref=search-standalone&origin=cardTitle,business development surabaya malang business development surabaya malang plan and prioritize sales activities effectively managing time and productivity maintain and develop existing and new customers using ethical sales methods ensuring raptors value proposition and return on investment are effectively communicated and apparent design business solutions for prospective new accounts optimize activity and internal resources to continually provide an exceptional level of service redefining customer satisfaction diligently seek to understand the customer s needs clearly demonstrate and articulate how raptors industry leading products and services meet and exceed those needs ensuring ease of business monitor and report on market and competitor activities while developing sales strategies and promotions to ensure competitive edge coordinate internal resources in staging product demonstrations showcasing raptors advanced feature set and functionality respond to and follow up on leads inquiries proposals and customized requests in a timely fashion set up and participate in interactive online software demonstrations with potential clients aggressively seek to meet performance goals and targets in accordance with official sales associate performance standards keep up to date on new software features represent raptor inc at outside events i e association meetings trade shows conferences etc some travel may be required other assigned duties and responsibilities degree in related and appropriate field coupled with a minimum of years related experience or an equivalent combination of education and experience professional training and management experience in the food service industry preferred in depth knowledge point of sale applications including peripheral integrated products preferred exceptional relationship building skills ability to build and maintain profitable mutually beneficial business partnerships and relationships a proven ability to close while consistently meeting and exceeding corporate goals and targets ability to identify decision makers and build strong relationships outstanding communication and presentation skills must exude confidence and conviction in presenting return on investment to customers ability to understand client needs and demonstrate the impact value and return on investment of raptors products and services strong consultative selling listening and writing skills coupled with extensive knowledge of how raptor products and services can positively impact the organization s operations and success ability to work with minimal supervision ability to motivate and encourage others on the sales team ability to communicate effectively with employees in all departments proven ability to work within a team environment multitask and adapt to frequent change,Sales,True
Sales Manager FMCG General Trade Jakarta,Pengiklan Anonim,Jakarta Raya,Full time,Rp 15.000.000 – Rp 18.000.000 per month,"Membuat konsep perencanaan target, pengembangan pasar, strategi bisnis serta profit untuk tujuan jangka pendek dan jangka panjang; Memberikan pengarahan, problem solving kepada team sales terhadap masalah yang berkaitan dengan pencapaian penjualan dan manpower; Melakukan hubungan yang baik dengan principal serta para customer dan melakukan kunjungan rutin ke area dan juga pasar - pasar tradisional; Membuat & mempresentasikan report hasil kinerja tim sales sesuai dengan SOP dan target penjualan yang ditentukan; Pendidikan S1 (segala jurusan); Pengalaman minimal 5 tahun di bidang FMCG atau Farmasi (khusus General Trade - GT).; Menguasai Microsoft Excel (minimal memahami Lookup function, if clause dan pivot), google Spreadsheet dan Microsoft Power Point.; Memiliki kemampuan interpersonal dan leadership yang baik.; Memiliki skill komunikasi & negosiasi yang baik.; Mudah beradaptasi dengan lingkungan kerja yang agile dan target - oriented.; Penempatan Area All Jabodetabek.; Dibutuhkan untuk bergabung segera",https://id.jobstreet.com/id/job/91316786?type=standard&ref=search-standalone&origin=cardTitle,sales manager fmcg general trade jakarta sales manager fmcg general trade jakarta membuat konsep perencanaan target pengembangan pasar strategi bisnis serta profit untuk tujuan jangka pendek dan jangka panjang memberikan pengarahan problem solving kepada team sales terhadap masalah yang berkaitan dengan pencapaian penjualan dan manpower melakukan hubungan yang baik dengan principal serta para customer dan melakukan kunjungan rutin ke area dan juga pasar pasar tradisional membuat mempresentasikan report hasil kinerja tim sales sesuai dengan sop dan target penjualan yang ditentukan pendidikan s segala jurusan pengalaman minimal tahun di bidang fmcg atau farmasi khusus general trade gt menguasai microsoft excel minimal memahami lookup function if clause dan pivot google spreadsheet dan microsoft power point memiliki kemampuan interpersonal dan leadership yang baik memiliki skill komunikasi negosiasi yang baik mudah beradaptasi dengan lingkungan kerja yang agile dan target oriented penempatan area all jabodetabek dibutuhkan untuk bergabung segera,Sales,True
Sales Staff - Raw Material (Food/Chemical Additive) - Trading (B-121725),RGF HR Agent Indonesia,Jakarta Barat,Full time,Rp 7.000.000 – Rp 9.000.000 per month,"The working venue is inJakarta.; Our client is aFood and Chemical Additive Tradingcompany. Currently, they are looking forSales Staff.; Developing new customers/suppliers (making appointments over the phone, etc.).; Visiting customers/suppliers.; Attending business travelers, etc.; Business trips both domestically and internationally.; Other duties as assigned.; More than conversational level English *Speaking skill is important.; Working experience as sales in Japanese or MNC food trading or manufacture *Prefer Japanese; SIM A license will be advantage",https://id.jobstreet.com/id/job/91161792?type=standard&ref=search-standalone&origin=cardTitle,sales staff raw material food chemical additive trading b sales staff raw material food chemical additive trading b the working venue is injakarta our client is afood and chemical additive tradingcompany currently they are looking forsales staff developing new customers suppliers making appointments over the phone etc visiting customers suppliers attending business travelers etc business trips both domestically and internationally other duties as assigned more than conversational level english speaking skill is important working experience as sales in japanese or mnc food trading or manufacture prefer japanese sim a license will be advantage,Sales,True
"BUSINESS DEVELOPMENT - SEMARANG, YOGYAKARTA",PT Wisanin Artha Jaya,Semarang,Full time,Rp 4.000.000 – Rp 5.800.000 per month,"Plan and prioritize sales activities effectively managing time and productivity; Maintain and develop existing and new customers using ethical sales methods, ensuring Raptors value proposition and return on investment are effectively communicated and apparent; Design business solutions for prospective new accounts; Optimize activity and internal resources to continually provide an exceptional level of service, redefining customer satisfaction; Diligently seek to understand the customer's needs; clearly demonstrate and articulate how Raptors industry leading products and services meet and exceed those needs, ensuring ease of business; Monitor and report on market and competitor activities while developing sales strategies and promotions to ensure competitive edge; Coordinate internal resources in staging product demonstrations showcasing Raptors advanced feature set and functionality.; Respond to and follow-up on leads, inquiries, proposals, and customized requests in a timely fashion; Set up and participate in interactive, online software demonstrations with potential clients; Aggressively seek to meet performance goals and targets, in accordance with official sales associate performance standards; Keep up-to-date on new software features; Represent Raptor, Inc. at outside events (i.e., association meetings, trade shows, conferences etc.); Some travel may be required.; Other assigned duties and responsibilities; Degree in related and appropriate field coupled with a minimum of 2 years related experience, or an equivalent combination of education and experience.; Professional training and management experience in the food service industry preferred; In-depth knowledge Point-of -Sale applications including peripheral integrated products preferred; Exceptional relationship building skills; ability to build and maintain profitable mutually beneficial business partnerships and relationships; A proven ability to close while consistently meeting and exceeding corporate goals and targets; Ability to identify decision-makers and build strong relationships.; Outstanding communication and presentation skills; must exude confidence and conviction in presenting return on investment to customers; Ability to understand client needs and demonstrate the impact, value, and return on investment of Raptors products and services; Strong consultative, selling, listening, and writing skills coupled with extensive knowledge of how Raptor products and services can positively impact the organization's operations and success; Ability to work with minimal supervision; Ability to motivate and encourage others on the sales team; Ability to communicate effectively with employees in all departments; Proven ability to work within a team environment, multitask, and adapt to frequent change",https://id.jobstreet.com/id/job/91226557?type=standard&ref=search-standalone&origin=cardTitle,business development semarang yogyakarta business development semarang yogyakarta plan and prioritize sales activities effectively managing time and productivity maintain and develop existing and new customers using ethical sales methods ensuring raptors value proposition and return on investment are effectively communicated and apparent design business solutions for prospective new accounts optimize activity and internal resources to continually provide an exceptional level of service redefining customer satisfaction diligently seek to understand the customer s needs clearly demonstrate and articulate how raptors industry leading products and services meet and exceed those needs ensuring ease of business monitor and report on market and competitor activities while developing sales strategies and promotions to ensure competitive edge coordinate internal resources in staging product demonstrations showcasing raptors advanced feature set and functionality respond to and follow up on leads inquiries proposals and customized requests in a timely fashion set up and participate in interactive online software demonstrations with potential clients aggressively seek to meet performance goals and targets in accordance with official sales associate performance standards keep up to date on new software features represent raptor inc at outside events i e association meetings trade shows conferences etc some travel may be required other assigned duties and responsibilities degree in related and appropriate field coupled with a minimum of years related experience or an equivalent combination of education and experience professional training and management experience in the food service industry preferred in depth knowledge point of sale applications including peripheral integrated products preferred exceptional relationship building skills ability to build and maintain profitable mutually beneficial business partnerships and relationships a proven ability to close while consistently meeting and exceeding corporate goals and targets ability to identify decision makers and build strong relationships outstanding communication and presentation skills must exude confidence and conviction in presenting return on investment to customers ability to understand client needs and demonstrate the impact value and return on investment of raptors products and services strong consultative selling listening and writing skills coupled with extensive knowledge of how raptor products and services can positively impact the organization s operations and success ability to work with minimal supervision ability to motivate and encourage others on the sales team ability to communicate effectively with employees in all departments proven ability to work within a team environment multitask and adapt to frequent change,Sales,True
Sales Canvas,PT Bintang Anugrah Sehati,Jakarta Barat,Full time,Rp 4.000.000 – Rp 6.000.000 per month,Minimal pendidikan D3/ S1lebih diutamakan; Berpengalaman sebagai sales canvas min 1 tahun / Non Pengalaman; Dapat bekerja dalam tim maupun individu; Dapat bekerja dalam tekanan; Mempunyai loyalitas yang tinggi; lnovatif dan kreatif; Mempunyai SIM C/Alebih diutamakan; Bisa berbahasa Inggris (minimal pasif); Dapat memasarkan product baik di dalam kota maupun di luar kota; Memperkenalkan dan menjual produk; Mencari customer baru dan membangun hubungan baik dengan customer lama perusahaan.; Membangun hubungan baik dengan perusahaan-perusahaan yang membutuhkan jasa atau product yang dijual; Meningkatkan penjualan sesuai target yang di tentukan oleh perusahaan,https://id.jobstreet.com/id/job/91615887?type=standard&ref=search-standalone&origin=cardTitle,sales canvas sales canvas minimal pendidikan d s lebih diutamakan berpengalaman sebagai sales canvas min tahun non pengalaman dapat bekerja dalam tim maupun individu dapat bekerja dalam tekanan mempunyai loyalitas yang tinggi lnovatif dan kreatif mempunyai sim c alebih diutamakan bisa berbahasa inggris minimal pasif dapat memasarkan product baik di dalam kota maupun di luar kota memperkenalkan dan menjual produk mencari customer baru dan membangun hubungan baik dengan customer lama perusahaan membangun hubungan baik dengan perusahaan perusahaan yang membutuhkan jasa atau product yang dijual meningkatkan penjualan sesuai target yang di tentukan oleh perusahaan,Sales,True
Business Development (Life Insurance Company Background),PT GOGOBUY ECOMMERCE INDONESIA,Jakarta Selatan,Full time,Rp 9.500.000 – Rp 14.000.000 per month,"Identify and develop new business opportunities through partnerships and strategic collaborations; Build and maintain strong relationships with corporate partners, clients, and stakeholders; Leverage experience from the insurance industry to explore cross-industry partnerships and revenue opportunities; Prepare business proposals, presentations, and partnership decks; Negotiate commercial terms and manage partnership agreements; Work closely with internal teams (marketing, operations, finance) to execute growth initiatives; Monitor partnership performance and contribute to revenue targets; Minimum 2–4 years of experience inBusiness Development, Sales, or Account Management; Bachelor Degree in any major; Able to communicate in English both verbal and written (MUST); Prior working experience in an insurance company is required; Strong understanding of B2B and B2C sales processes; Excellent communication, negotiation, and relationship-building skills; Target-driven, proactive, and comfortable with partnership and sales activities; Experience working with corporate clients or strategic partners is a strong advantage",https://id.jobstreet.com/id/job/91399943?type=standard&ref=search-standalone&origin=cardTitle,business development life insurance company background business development life insurance company background identify and develop new business opportunities through partnerships and strategic collaborations build and maintain strong relationships with corporate partners clients and stakeholders leverage experience from the insurance industry to explore cross industry partnerships and revenue opportunities prepare business proposals presentations and partnership decks negotiate commercial terms and manage partnership agreements work closely with internal teams marketing operations finance to execute growth initiatives monitor partnership performance and contribute to revenue targets minimum years of experience inbusiness development sales or account management bachelor degree in any major able to communicate in english both verbal and written must prior working experience in an insurance company is required strong understanding of b b and b c sales processes excellent communication negotiation and relationship building skills target driven proactive and comfortable with partnership and sales activities experience working with corporate clients or strategic partners is a strong advantage,Sales,True
Staff Sales,PT Human Protalent Indonesia,Jakarta Selatan,Full time,Rp 5.500.000 – Rp 8.000.000 per month,"Bertanggung jawab atas pengembangan dan penjualan baja karbon serta saluran proyek di Indonesia, dan menyelesaikan pekerjaan yang ditetapkan oleh perusahaan.; Bertanggung jawab atas perkumpulan harga pasaran.; Bertanggung jawab atas hubungan kerja sama antarcustomer.; Fasih berbahasa Inggris dan Indonesia (lisan dan tulisan).; Pendidikan minimal S1 atau lebih.; Memiliki pengalaman dan keahlian dalam riset pasar/harga pasar baja.; Memiliki pengalaman dalam sales atau penjualan baja (lebih diprioritaskan/menjadi nilai tambah).; Pribadi yang jujur, disiplin, teliti, rapi dalam bekerja.; Pribadi yang mempunyai keinginan dan kempuan untuk belajar yang kuat atau lebih.; Bersedia untuk lebur di hari kerja atau weekend (jika diperlukan/diharuskan).",https://id.jobstreet.com/id/job/91245677?type=standard&ref=search-standalone&origin=cardTitle,staff sales staff sales bertanggung jawab atas pengembangan dan penjualan baja karbon serta saluran proyek di indonesia dan menyelesaikan pekerjaan yang ditetapkan oleh perusahaan bertanggung jawab atas perkumpulan harga pasaran bertanggung jawab atas hubungan kerja sama antarcustomer fasih berbahasa inggris dan indonesia lisan dan tulisan pendidikan minimal s atau lebih memiliki pengalaman dan keahlian dalam riset pasar harga pasar baja memiliki pengalaman dalam sales atau penjualan baja lebih diprioritaskan menjadi nilai tambah pribadi yang jujur disiplin teliti rapi dalam bekerja pribadi yang mempunyai keinginan dan kempuan untuk belajar yang kuat atau lebih bersedia untuk lebur di hari kerja atau weekend jika diperlukan diharuskan,Software,True
QC Staff for Digitalization Project,PT NSK Bearings Manufacturing Indonesia,Kabupaten Bekasi,Full time,Rp 9.000.000 – Rp 10.000.000 per month,"Pendidikan:Minimal D3/S1 Teknik (Elektro, Informatika, Sistem Informasi).; Skill Programming:Menguasai Full Stack Development, khususnya frameworkLaraveldanNode.js.; Database:Ahli dalam mengelola dan mengoptimasiMySQLdanSQL Server.; Sistem Integrasi:Berpengalaman dalam pengembanganREST APIdan pengelolaan aliran data (Data Flow).; Technical Knowledge:Memahami konsep dasarIoTdan sistem inspeksi otomatis (AI/Image Processing).; Bahasa:Mampu berkomunikasi dalamBahasa Jepangmenjadi nilai tambah yang besar.; Karakter:Memiliki kemampuan analitis yang kuat, solutif terhadap masalah teknis di lapangan, dan mampu berkolaborasi dengan berbagai level jabatan.; Siap bekerja dengan dinamika area produksi.; Membangun dan memelihara aplikasi internal menggunakanLaravelsertamiddlewarereal-time denganNode.js.; Mengelola dan mengoptimasi database (MySQL/SQL Server) serta menyusunqueryuntuk kebutuhan laporan dan analisa.; MengintegrasikanREST APIantar sistem, database, dan perangkatIoTguna memastikan kelancaran alur data (real-time/batch).; Mendukung operasional sistem inspeksi otomatis (Kamera & Laser Profiling) serta menganalisa datadefectuntuk meningkatkan kualitas produk.; Mengembangkandashboardmonitoring kualitas dan mengidentifikasi peluang digitalisasi pada proses manual.; Berkolaborasi dengan tim lintas fungsi (Operator hingga Manager) untuk menerjemahkan kebutuhan lapangan menjadi solusi sistem.; Menyusun dan mendokumentasikan alur sistem (flowchart), arsitektur database, dokumentasi API, serta setiap perubahan/perbaikan sistem yang dilakukan.",https://id.jobstreet.com/id/job/91275151?type=standard&ref=search-standalone&origin=cardTitle,qc staff for digitalization project qc staff for digitalization project pendidikan minimal d s teknik elektro informatika sistem informasi skill programming menguasai full stack development khususnya frameworklaraveldannode js database ahli dalam mengelola dan mengoptimasimysqldansql server sistem integrasi berpengalaman dalam pengembanganrest apidan pengelolaan aliran data data flow technical knowledge memahami konsep dasariotdan sistem inspeksi otomatis ai image processing bahasa mampu berkomunikasi dalambahasa jepangmenjadi nilai tambah yang besar karakter memiliki kemampuan analitis yang kuat solutif terhadap masalah teknis di lapangan dan mampu berkolaborasi dengan berbagai level jabatan siap bekerja dengan dinamika area produksi membangun dan memelihara aplikasi internal menggunakanlaravelsertamiddlewarereal time dengannode js mengelola dan mengoptimasi database mysql sql server serta menyusunqueryuntuk kebutuhan laporan dan analisa mengintegrasikanrest apiantar sistem database dan perangkatiotguna memastikan kelancaran alur data real time batch mendukung operasional sistem inspeksi otomatis kamera laser profiling serta menganalisa datadefectuntuk meningkatkan kualitas produk mengembangkandashboardmonitoring kualitas dan mengidentifikasi peluang digitalisasi pada proses manual berkolaborasi dengan tim lintas fungsi operator hingga manager untuk menerjemahkan kebutuhan lapangan menjadi solusi sistem menyusun dan mendokumentasikan alur sistem flowchart arsitektur database dokumentasi api serta setiap perubahan perbaikan sistem yang dilakukan,Software,True
Staff Programmer,PT Bumi Daya Plaza,Jakarta Pusat,Full time,Rp 5.800.000 – Rp 6.200.000 per month,"Melakukan pengembangan pengujian dan pemeliharaan sistem aplikasi dengan memenuhi requirement yang ditetapkan, baik front end maupun back end.; Membuat script untuk mengakses Database & menghubungkan tabel-tabel dalam Database; Mengumpulkan dan mengevaluasi umpan balik pengguna; Berkontribusi pada perancangan sistem aplikasi baru; Mengerti implementasi server, baik server aplikasi maupun server database; Pendidikan min. D3/S1 atau setara, jurusan Teknik Informatika / Ilmu Komputer / Sistem Informasi; Berpengalaman minimal 2 tahun sebagai web programmer; Menguasai PHP, HTML, CSS, MySQL, PostgreSQL, Node.js, Laravel; Mampu bekerja dalam tim dan dapat memecahkan masalah dengan baik; Mempunyai komunikasi yang baik dan dapat beradaptasi dengan cepat.; Dapat membuat aplikasi Mobile merupakan nilai tambah",https://id.jobstreet.com/id/job/91358606?type=standard&ref=search-standalone&origin=cardTitle,staff programmer staff programmer melakukan pengembangan pengujian dan pemeliharaan sistem aplikasi dengan memenuhi requirement yang ditetapkan baik front end maupun back end membuat script untuk mengakses database menghubungkan tabel tabel dalam database mengumpulkan dan mengevaluasi umpan balik pengguna berkontribusi pada perancangan sistem aplikasi baru mengerti implementasi server baik server aplikasi maupun server database pendidikan min d s atau setara jurusan teknik informatika ilmu komputer sistem informasi berpengalaman minimal tahun sebagai web programmer menguasai php html css mysql postgresql node js laravel mampu bekerja dalam tim dan dapat memecahkan masalah dengan baik mempunyai komunikasi yang baik dan dapat beradaptasi dengan cepat dapat membuat aplikasi mobile merupakan nilai tambah,Software,True
